YEAR,IRSEX,CATAG7,INCOME,EDUCCAT2,Nervous_99,Nervous_1,Nervous_2,Nervous_3,Nervous_4,Nervous_5,Nervous_94,Nervous_97,Nervous_85,Nervous_98,Nervous_89,Nervous_skip,Nervous_any,Nervous_no,Nervous_others,num_people,Hopeless_99,Hopeless_1,Hopeless_2,Hopeless_3,Hopeless_4,Hopeless_5,Hopeless_94,Hopeless_97,Hopeless_85,Hopeless_98,Hopeless_89,Hopeless_skip,Hopeless_any,Hopeless_no,Hopeless_others,Restless_99,Restless_1,Restless_2,Restless_3,Restless_4,Restless_5,Restless_94,Restless_97,Restless_85,Restless_98,Restless_89,Restless_skip,Restless_any,Restless_no,Restless_others
2004,1,4,3,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
2004,1,4,4,1,NA,7,18,46,67,51,NA,NA,NA,NA,NA,NA,138,51,NA,189,NA,10,20,34,39,86,NA,NA,NA,NA,NA,NA,103,86,NA,NA,12,15,38,53,71,NA,NA,NA,NA,NA,NA,118,71,NA
2004,1,4,4,2,NA,10,26,57,103,98,NA,3,NA,NA,NA,NA,196,98,3,297,NA,6,19,41,61,168,1,1,NA,NA,NA,NA,127,168,2,NA,12,22,53,78,131,NA,1,NA,NA,NA,NA,165,131,1
2004,1,4,4,3,NA,6,12,53,61,48,3,NA,NA,NA,NA,NA,132,48,3,183,NA,3,11,23,41,104,1,NA,NA,NA,NA,NA,78,104,1,NA,7,11,38,57,70,NA,NA,NA,NA,NA,NA,113,70,NA
2004,1,5,1,1,NA,26,21,64,114,140,3,4,NA,1,NA,NA,225,140,8,373,NA,22,25,49,80,186,5,5,NA,1,NA,NA,176,186,11,NA,24,24,48,88,181,3,4,NA,1,NA,NA,184,181,8
2004,1,5,1,2,NA,14,32,73,132,117,3,NA,NA,NA,NA,NA,251,117,3,371,NA,13,33,49,83,190,3,NA,NA,NA,NA,NA,178,190,3,NA,23,29,64,98,152,5,NA,NA,NA,NA,NA,214,152,5
2004,1,5,1,3,NA,19,48,145,213,121,NA,1,NA,NA,NA,NA,425,121,1,547,NA,17,41,80,148,259,1,1,NA,NA,NA,NA,286,259,2,NA,23,59,137,150,176,1,1,NA,NA,NA,NA,369,176,2
2004,1,5,1,4,NA,5,26,95,111,63,NA,1,NA,NA,NA,NA,237,63,1,301,NA,5,14,44,80,157,NA,1,NA,NA,NA,NA,143,157,1,NA,6,26,87,91,91,NA,NA,NA,NA,NA,NA,210,91,NA
2004,1,5,2,1,NA,15,30,74,126,168,3,3,NA,2,NA,NA,245,168,8,421,NA,19,23,61,80,230,3,3,NA,2,NA,NA,183,230,8,NA,22,30,68,85,208,4,2,NA,2,NA,NA,205,208,8
2004,1,5,2,2,NA,21,54,123,292,270,5,3,NA,1,NA,NA,490,270,9,769,NA,20,51,96,162,430,6,3,NA,1,NA,NA,329,430,10,NA,16,55,118,223,349,4,3,NA,1,NA,NA,412,349,8
2004,1,5,2,3,NA,19,66,153,256,161,3,3,NA,1,NA,NA,494,161,7,662,NA,21,63,89,135,351,1,1,NA,1,NA,NA,308,351,3,NA,21,65,131,182,260,1,1,NA,1,NA,NA,399,260,3
2004,1,5,2,4,NA,3,22,69,121,66,NA,NA,NA,NA,NA,NA,215,66,NA,281,NA,1,16,43,61,160,NA,NA,NA,NA,NA,NA,121,160,NA,NA,5,17,71,91,97,NA,NA,NA,NA,NA,NA,184,97,NA
2004,1,5,3,1,NA,4,3,10,25,27,1,NA,NA,NA,NA,NA,42,27,1,70,NA,4,1,3,19,42,1,NA,NA,NA,NA,NA,27,42,1,NA,1,1,13,19,35,1,NA,NA,NA,NA,NA,34,35,1
2004,1,5,3,2,NA,8,14,40,92,81,2,NA,NA,NA,NA,NA,154,81,2,237,NA,7,11,33,40,144,1,1,NA,NA,NA,NA,91,144,2,NA,9,16,36,63,110,2,1,NA,NA,NA,NA,124,110,3
2004,1,5,3,3,NA,8,16,54,102,67,NA,NA,NA,NA,NA,NA,180,67,NA,247,NA,7,14,27,56,143,NA,NA,NA,NA,NA,NA,104,143,NA,NA,5,15,43,75,109,NA,NA,NA,NA,NA,NA,138,109,NA
2004,1,5,3,4,NA,3,17,33,62,39,NA,NA,NA,NA,NA,NA,115,39,NA,154,NA,1,11,20,28,94,NA,NA,NA,NA,NA,NA,60,94,NA,NA,1,13,25,52,63,NA,NA,NA,NA,NA,NA,91,63,NA
2004,1,5,4,1,NA,2,6,6,19,22,NA,1,NA,NA,NA,NA,33,22,1,56,NA,5,3,7,11,29,NA,1,NA,NA,NA,NA,26,29,1,NA,6,5,5,9,30,NA,1,NA,NA,NA,NA,25,30,1
2004,1,5,4,2,NA,7,11,30,60,67,3,2,NA,NA,NA,NA,108,67,5,180,NA,9,9,24,37,99,2,NA,NA,NA,NA,NA,79,99,2,NA,11,12,30,45,80,1,1,NA,NA,NA,NA,98,80,2
2004,1,5,4,3,NA,7,30,85,98,77,1,NA,NA,NA,NA,NA,220,77,1,298,NA,15,27,43,62,150,1,NA,NA,NA,NA,NA,147,150,1,NA,11,28,66,79,113,1,NA,NA,NA,NA,NA,184,113,1
2004,1,5,4,4,NA,3,14,42,65,25,NA,NA,NA,NA,NA,NA,124,25,NA,149,NA,2,5,30,27,84,1,NA,NA,NA,NA,NA,64,84,1,NA,6,6,37,50,49,1,NA,NA,NA,NA,NA,99,49,1
2004,1,6,1,1,NA,6,18,24,41,67,2,2,NA,NA,NA,NA,89,67,4,160,NA,5,14,18,28,91,2,2,NA,NA,NA,NA,65,91,4,NA,8,13,19,33,82,3,2,NA,NA,NA,NA,73,82,5
2004,1,6,1,2,NA,8,8,26,40,49,1,2,NA,NA,NA,NA,82,49,3,134,NA,9,14,17,27,65,NA,2,NA,NA,NA,NA,67,65,2,NA,6,13,28,33,51,1,2,NA,NA,NA,NA,80,51,3
2004,1,6,1,3,NA,4,10,16,19,25,NA,1,NA,NA,NA,NA,49,25,1,75,NA,3,7,7,22,35,NA,1,NA,NA,NA,NA,39,35,1,NA,4,9,21,12,28,NA,1,NA,NA,NA,NA,46,28,1
2004,1,6,1,4,NA,3,7,18,25,19,NA,1,NA,NA,NA,NA,53,19,1,73,NA,1,5,11,15,41,NA,NA,NA,NA,NA,NA,32,41,NA,NA,1,6,17,18,30,1,NA,NA,NA,NA,NA,42,30,1
2004,1,6,2,1,NA,8,16,25,62,100,2,1,NA,NA,NA,NA,111,100,3,214,NA,8,10,26,40,126,3,1,NA,NA,NA,NA,84,126,4,NA,4,11,28,57,111,2,1,NA,NA,NA,NA,100,111,3
2004,1,6,2,2,NA,14,25,57,158,186,4,2,NA,NA,NA,NA,254,186,6,446,NA,15,26,36,77,285,5,2,NA,NA,NA,NA,154,285,7,NA,14,22,56,118,231,2,3,NA,NA,NA,NA,210,231,5
2004,1,6,2,3,NA,6,16,61,115,86,2,1,NA,NA,NA,NA,198,86,3,287,NA,11,13,44,62,155,1,1,NA,NA,NA,NA,130,155,2,NA,9,13,57,85,120,2,1,NA,NA,NA,NA,164,120,3
2004,1,6,2,4,NA,6,23,64,102,54,1,NA,NA,NA,NA,NA,195,54,1,250,NA,4,21,38,62,124,1,NA,NA,NA,NA,NA,125,124,1,NA,9,23,62,77,78,1,NA,NA,NA,NA,NA,171,78,1
2004,1,6,3,1,NA,1,4,6,11,15,NA,NA,NA,NA,NA,NA,22,15,NA,37,NA,2,3,1,7,24,NA,NA,NA,NA,NA,NA,13,24,NA,NA,2,4,7,8,16,NA,NA,NA,NA,NA,NA,21,16,NA
2004,1,6,3,2,NA,6,7,10,47,65,1,1,NA,NA,NA,NA,70,65,2,137,NA,4,6,8,30,87,2,NA,NA,NA,NA,NA,48,87,2,NA,2,12,12,37,71,2,1,NA,NA,NA,NA,63,71,3
2004,1,6,3,3,NA,1,9,32,48,55,NA,NA,NA,NA,NA,NA,90,55,NA,145,NA,2,1,19,20,103,NA,NA,NA,NA,NA,NA,42,103,NA,NA,1,4,33,38,69,NA,NA,NA,NA,NA,NA,76,69,NA
2004,1,6,3,4,NA,1,20,30,77,47,NA,NA,NA,NA,NA,NA,128,47,NA,175,NA,2,5,22,30,115,1,NA,NA,NA,NA,NA,59,115,1,NA,2,16,31,63,62,1,NA,NA,NA,NA,NA,112,62,1
2004,1,6,4,1,NA,NA,2,6,5,6,NA,NA,NA,NA,NA,NA,13,6,NA,19,NA,2,1,NA,4,12,NA,NA,NA,NA,NA,NA,7,12,NA,NA,1,1,3,3,11,NA,NA,NA,NA,NA,NA,8,11,NA
2004,1,6,4,2,NA,1,2,13,44,31,2,2,NA,NA,NA,NA,60,31,4,95,NA,1,2,11,18,60,3,NA,NA,NA,NA,NA,32,60,3,NA,2,4,12,33,40,4,NA,NA,NA,NA,NA,51,40,4
2004,1,6,4,3,NA,2,7,15,49,39,NA,NA,NA,NA,NA,NA,73,39,NA,112,NA,NA,2,14,23,73,NA,NA,NA,NA,NA,NA,39,73,NA,NA,3,7,21,31,50,NA,NA,NA,NA,NA,NA,62,50,NA
2004,1,6,4,4,NA,3,18,58,113,76,2,1,NA,NA,NA,NA,192,76,3,271,NA,3,11,18,47,190,1,1,NA,NA,NA,NA,79,190,2,NA,3,15,52,88,111,1,1,NA,NA,NA,NA,158,111,2
2004,1,7,1,1,NA,24,29,39,89,138,4,2,NA,NA,NA,NA,181,138,6,325,NA,14,27,41,64,174,4,1,NA,NA,NA,NA,146,174,5,NA,19,27,53,66,155,4,1,NA,NA,NA,NA,165,155,5
2004,1,7,1,2,NA,16,26,62,103,117,4,2,NA,NA,NA,NA,207,117,6,330,NA,11,28,47,66,176,1,1,NA,NA,NA,NA,152,176,2,NA,11,30,56,90,140,1,2,NA,NA,NA,NA,187,140,3
2004,1,7,1,3,NA,3,14,36,38,52,1,1,NA,NA,NA,NA,91,52,2,145,NA,7,7,28,30,72,NA,1,NA,NA,NA,NA,72,72,1,NA,5,12,34,34,58,1,1,NA,NA,NA,NA,85,58,2
2004,1,7,1,4,NA,1,9,19,23,24,1,1,NA,NA,NA,NA,52,24,2,78,NA,1,4,10,26,35,1,1,NA,NA,NA,NA,41,35,2,NA,1,6,15,28,26,1,1,NA,NA,NA,NA,50,26,2
2004,1,7,2,1,NA,12,13,55,137,211,6,5,NA,1,NA,NA,217,211,12,440,NA,12,14,42,76,287,4,4,NA,1,NA,NA,144,287,9,NA,11,19,52,120,228,5,4,NA,1,NA,NA,202,228,10
2004,1,7,2,2,NA,21,43,137,300,349,5,2,NA,NA,NA,NA,501,349,7,857,NA,14,31,79,154,574,2,3,NA,NA,NA,NA,278,574,5,NA,11,30,142,248,420,3,3,NA,NA,NA,NA,431,420,6
2004,1,7,2,3,NA,6,30,89,182,173,NA,1,NA,2,NA,NA,307,173,3,483,NA,8,20,47,109,296,NA,1,NA,2,NA,NA,184,296,3,NA,9,27,78,144,222,NA,1,NA,2,NA,NA,258,222,3
2004,1,7,2,4,NA,3,16,71,149,93,1,NA,NA,NA,NA,NA,239,93,1,333,NA,4,12,37,68,212,NA,NA,NA,NA,NA,NA,121,212,NA,NA,2,14,58,126,133,NA,NA,NA,NA,NA,NA,200,133,NA
2004,1,7,3,1,NA,1,3,17,44,45,2,NA,NA,NA,NA,NA,65,45,2,112,NA,NA,2,10,28,71,NA,1,NA,NA,NA,NA,40,71,1,NA,2,3,20,30,56,NA,1,NA,NA,NA,NA,55,56,1
2004,1,7,3,2,NA,9,12,65,156,186,1,1,NA,NA,NA,NA,242,186,2,430,NA,5,17,33,56,317,1,1,NA,NA,NA,NA,111,317,2,NA,7,16,59,116,230,NA,2,NA,NA,NA,NA,198,230,2
2004,1,7,3,3,NA,3,25,45,130,121,1,NA,NA,NA,NA,NA,203,121,1,325,NA,1,14,38,64,207,1,NA,NA,NA,NA,NA,117,207,1,NA,1,16,57,101,149,1,NA,NA,NA,NA,NA,175,149,1
2004,1,7,3,4,NA,5,18,69,155,100,2,NA,NA,NA,NA,NA,247,100,2,349,NA,2,8,27,81,229,2,NA,NA,NA,NA,NA,118,229,2,NA,1,12,52,128,154,2,NA,NA,NA,NA,NA,193,154,2
2004,1,7,4,1,NA,2,3,7,26,34,3,1,NA,NA,NA,NA,38,34,4,76,NA,3,1,3,12,54,3,NA,NA,NA,NA,NA,19,54,3,NA,2,3,9,14,46,2,NA,NA,NA,NA,NA,28,46,2
2004,1,7,4,2,NA,3,14,53,146,152,2,1,NA,1,NA,NA,216,152,4,372,NA,NA,11,31,37,290,1,1,NA,1,NA,NA,79,290,3,NA,3,16,42,98,210,1,1,NA,1,NA,NA,159,210,3
2004,1,7,4,3,NA,6,17,78,160,144,1,1,NA,NA,NA,NA,261,144,2,407,NA,5,11,27,68,294,1,1,NA,NA,NA,NA,111,294,2,NA,6,8,69,127,193,2,2,NA,NA,NA,NA,210,193,4
2004,1,7,4,4,NA,4,46,199,446,327,5,3,NA,NA,NA,NA,695,327,8,1030,NA,3,14,74,176,757,4,2,NA,NA,NA,NA,267,757,6,NA,5,29,165,367,458,4,2,NA,NA,NA,NA,566,458,6
2004,2,1,1,5,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,NA,NA,NA,572,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,NA,NA,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,NA,NA,NA
2004,2,1,2,5,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056,NA,NA,NA,1056,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056,NA,NA,NA,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056,NA,NA,NA
2004,2,1,3,5,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,NA,NA,NA,598,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,NA,NA,NA,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,NA,NA,NA
2004,2,1,4,5,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,NA,778,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,NA,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,NA
2004,2,2,1,5,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,NA,NA,NA,591,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,NA,NA,NA,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,NA,NA,NA
2004,2,2,2,5,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,NA,NA,NA,1037,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,NA,NA,NA,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,NA,NA,NA
2004,2,2,3,5,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,NA,NA,NA,647,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,NA,NA,NA,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,NA,NA,NA
2004,2,2,4,5,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,NA,778,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,NA,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,NA
2004,2,3,1,5,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,550,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA
2004,2,3,2,5,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,NA,NA,NA,1034,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,NA,NA,NA,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,NA,NA,NA
2004,2,3,3,5,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,NA,NA,NA,574,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,NA,NA,NA,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,NA,NA,NA
2004,2,3,4,5,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,NA,NA,NA,749,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,NA,NA,NA,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,NA,NA,NA
2004,2,4,1,1,NA,30,44,73,115,107,6,4,NA,NA,NA,NA,262,107,10,379,NA,38,55,60,74,146,2,4,NA,NA,NA,NA,227,146,6,NA,27,59,64,93,128,3,5,NA,NA,NA,NA,243,128,8
2004,2,4,1,2,NA,30,91,190,212,170,6,2,NA,NA,NA,NA,523,170,8,701,NA,44,103,124,158,267,4,1,NA,NA,NA,NA,429,267,5,NA,32,104,141,192,227,4,1,NA,NA,NA,NA,469,227,5
2004,2,4,1,3,NA,23,60,179,209,85,3,1,NA,NA,NA,NA,471,85,4,560,NA,29,52,107,149,223,NA,NA,NA,NA,NA,NA,337,223,NA,NA,24,70,158,171,136,NA,1,NA,NA,NA,NA,423,136,1
2004,2,4,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2004,2,4,2,1,NA,21,51,89,103,75,3,NA,NA,NA,NA,NA,264,75,3,342,NA,29,49,57,75,128,3,1,NA,NA,NA,NA,210,128,4,NA,32,35,77,78,117,3,NA,NA,NA,NA,NA,222,117,3
2004,2,4,2,2,NA,18,86,131,194,129,1,3,NA,NA,NA,NA,429,129,4,562,NA,43,69,94,122,231,1,2,NA,NA,NA,NA,328,231,3,NA,41,63,123,147,182,4,2,NA,NA,NA,NA,374,182,6
2004,2,4,2,3,NA,6,43,76,111,72,2,NA,NA,NA,NA,NA,236,72,2,310,NA,15,27,47,83,135,3,NA,NA,NA,NA,NA,172,135,3,NA,9,40,68,92,98,3,NA,NA,NA,NA,NA,209,98,3
2004,2,4,2,4,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,2,NA
2004,2,4,3,1,NA,7,17,34,28,12,1,NA,NA,NA,NA,NA,86,12,1,99,NA,12,20,23,21,23,NA,NA,NA,NA,NA,NA,76,23,NA,NA,7,12,37,25,18,NA,NA,NA,NA,NA,NA,81,18,NA
2004,2,4,3,2,NA,11,26,54,58,37,2,2,NA,NA,NA,NA,149,37,4,190,NA,15,27,29,39,78,1,1,NA,NA,NA,NA,110,78,2,NA,12,30,26,54,67,NA,1,NA,NA,NA,NA,122,67,1
2004,2,4,3,3,NA,5,23,36,50,27,NA,NA,NA,NA,NA,NA,114,27,NA,141,NA,4,15,27,34,61,NA,NA,NA,NA,NA,NA,80,61,NA,NA,3,19,29,49,41,NA,NA,NA,NA,NA,NA,100,41,NA
2004,2,4,3,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2004,2,4,4,1,NA,7,8,34,42,19,NA,NA,NA,NA,NA,NA,91,19,NA,110,NA,6,11,23,32,38,NA,NA,NA,NA,NA,NA,72,38,NA,NA,7,5,28,33,37,NA,NA,NA,NA,NA,NA,73,37,NA
2004,2,4,4,2,NA,4,26,43,57,33,3,NA,NA,NA,NA,NA,130,33,3,166,NA,10,23,26,45,60,2,NA,NA,NA,NA,NA,104,60,2,NA,7,25,29,55,47,3,NA,NA,NA,NA,NA,116,47,3
2004,2,4,4,3,NA,6,33,63,72,19,3,NA,NA,NA,NA,NA,174,19,3,196,NA,6,22,44,53,70,1,NA,NA,NA,NA,NA,125,70,1,NA,6,31,49,62,47,1,NA,NA,NA,NA,NA,148,47,1
2004,2,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2004,2,5,1,1,NA,38,54,96,139,145,5,4,NA,NA,NA,NA,327,145,9,481,NA,47,54,84,93,195,4,4,NA,NA,NA,NA,278,195,8,NA,44,45,76,108,200,3,5,NA,NA,NA,NA,273,200,8
2004,2,5,1,2,NA,44,92,150,180,174,4,3,NA,NA,NA,NA,466,174,7,647,NA,43,88,126,133,251,3,3,NA,NA,NA,NA,390,251,6,NA,43,79,129,160,228,5,3,NA,NA,NA,NA,411,228,8
2004,2,5,1,3,NA,28,82,206,243,145,3,2,NA,NA,NA,NA,559,145,5,709,NA,23,80,143,183,276,2,2,NA,NA,NA,NA,429,276,4,NA,23,98,153,214,216,3,2,NA,NA,NA,NA,488,216,5
2004,2,5,1,4,NA,9,56,120,150,58,1,NA,NA,NA,NA,NA,335,58,1,394,NA,12,45,66,120,150,1,NA,NA,NA,NA,NA,243,150,1,NA,12,46,104,131,101,NA,NA,NA,NA,NA,NA,293,101,NA
2004,2,5,2,1,NA,17,40,61,114,77,3,2,NA,NA,NA,NA,232,77,5,314,NA,17,39,48,77,128,2,3,NA,NA,NA,NA,181,128,5,NA,17,42,51,81,118,2,3,NA,NA,NA,NA,191,118,5
2004,2,5,2,2,NA,38,104,188,301,220,4,NA,NA,NA,NA,NA,631,220,4,855,NA,49,91,149,198,363,4,1,NA,NA,NA,NA,487,363,5,NA,38,99,168,244,298,6,2,NA,NA,NA,NA,549,298,8
2004,2,5,2,3,NA,32,89,218,309,167,3,3,NA,NA,NA,NA,648,167,6,821,NA,35,78,149,217,341,NA,1,NA,NA,NA,NA,479,341,1,NA,27,94,170,249,280,NA,1,NA,NA,NA,NA,540,280,1
2004,2,5,2,4,NA,10,67,142,172,64,2,NA,NA,NA,NA,NA,391,64,2,457,NA,10,37,87,115,207,1,NA,NA,NA,NA,NA,249,207,1,NA,23,46,100,167,119,2,NA,NA,NA,NA,NA,336,119,2
2004,2,5,3,1,NA,2,7,16,16,5,NA,NA,NA,NA,NA,NA,41,5,NA,46,NA,2,7,7,14,16,NA,NA,NA,NA,NA,NA,30,16,NA,NA,2,7,13,16,8,NA,NA,NA,NA,NA,NA,38,8,NA
2004,2,5,3,2,NA,16,15,42,79,43,NA,NA,NA,NA,NA,NA,152,43,NA,195,NA,18,15,31,51,80,NA,NA,NA,NA,NA,NA,115,80,NA,NA,17,17,38,62,61,NA,NA,NA,NA,NA,NA,134,61,NA
2004,2,5,3,3,NA,8,29,71,105,61,NA,NA,NA,NA,NA,NA,213,61,NA,274,NA,14,25,47,67,121,NA,NA,NA,NA,NA,NA,153,121,NA,NA,14,30,59,78,93,NA,NA,NA,NA,NA,NA,181,93,NA
2004,2,5,3,4,NA,3,18,74,82,34,NA,NA,NA,NA,NA,NA,177,34,NA,211,NA,5,11,38,63,93,1,NA,NA,NA,NA,NA,117,93,1,NA,3,16,56,80,56,NA,NA,NA,NA,NA,NA,155,56,NA
2004,2,5,4,1,NA,2,3,6,9,9,NA,NA,NA,NA,NA,NA,20,9,NA,29,NA,3,3,4,5,14,NA,NA,NA,NA,NA,NA,15,14,NA,NA,2,3,5,9,10,NA,NA,NA,NA,NA,NA,19,10,NA
2004,2,5,4,2,NA,9,9,37,44,20,NA,NA,NA,NA,NA,NA,99,20,NA,119,NA,11,16,19,30,43,NA,NA,NA,NA,NA,NA,76,43,NA,NA,11,13,26,34,35,NA,NA,NA,NA,NA,NA,84,35,NA
2004,2,5,4,3,NA,10,36,69,87,45,NA,1,NA,NA,NA,NA,202,45,1,248,NA,13,26,39,60,109,NA,1,NA,NA,NA,NA,138,109,1,NA,5,42,34,92,74,NA,1,NA,NA,NA,NA,173,74,1
2004,2,5,4,4,NA,6,35,73,102,32,NA,NA,NA,NA,NA,NA,216,32,NA,248,NA,6,27,37,76,102,NA,NA,NA,NA,NA,NA,146,102,NA,NA,8,31,64,80,65,NA,NA,NA,NA,NA,NA,183,65,NA
2004,2,6,1,1,NA,19,21,40,51,67,6,NA,NA,NA,NA,NA,131,67,6,204,NA,17,13,35,40,96,3,NA,NA,NA,NA,NA,105,96,3,NA,17,16,40,41,87,3,NA,NA,NA,NA,NA,114,87,3
2004,2,6,1,2,NA,12,33,51,70,52,3,NA,NA,NA,NA,NA,166,52,3,221,NA,17,22,41,59,78,2,2,NA,NA,NA,NA,139,78,4,NA,18,26,39,64,69,3,2,NA,NA,NA,NA,147,69,5
2004,2,6,1,3,NA,5,39,30,57,29,1,1,NA,NA,NA,NA,131,29,2,162,NA,7,28,34,36,55,1,1,NA,NA,NA,NA,105,55,2,NA,14,23,41,34,47,2,1,NA,NA,NA,NA,112,47,3
2004,2,6,1,4,NA,5,5,21,19,8,NA,NA,NA,NA,NA,NA,50,8,NA,58,NA,2,11,9,13,23,NA,NA,NA,NA,NA,NA,35,23,NA,NA,4,9,16,14,15,NA,NA,NA,NA,NA,NA,43,15,NA
2004,2,6,2,1,NA,7,14,35,58,52,3,2,NA,NA,NA,NA,114,52,5,171,NA,7,17,25,38,79,3,2,NA,NA,NA,NA,87,79,5,NA,7,20,22,37,79,3,3,NA,NA,NA,NA,86,79,6
2004,2,6,2,2,NA,23,35,90,154,97,5,1,NA,NA,NA,NA,302,97,6,405,NA,26,36,69,81,189,4,NA,NA,NA,NA,NA,212,189,4,NA,19,43,74,109,156,4,NA,NA,NA,NA,NA,245,156,4
2004,2,6,2,3,NA,14,40,98,165,98,1,1,NA,NA,NA,NA,317,98,2,417,NA,10,42,60,99,202,3,1,NA,NA,NA,NA,211,202,4,NA,17,40,82,130,145,3,NA,NA,NA,NA,NA,269,145,3
2004,2,6,2,4,NA,10,35,82,106,42,NA,NA,NA,NA,NA,NA,233,42,NA,275,NA,7,23,49,79,117,NA,NA,NA,NA,NA,NA,158,117,NA,NA,9,24,64,93,84,1,NA,NA,NA,NA,NA,190,84,1
2004,2,6,3,1,NA,2,5,7,12,15,NA,NA,NA,NA,NA,NA,26,15,NA,41,NA,1,6,5,10,19,NA,NA,NA,NA,NA,NA,22,19,NA,NA,2,8,4,11,15,1,NA,NA,NA,NA,NA,25,15,1
2004,2,6,3,2,NA,5,18,23,44,34,NA,NA,NA,NA,NA,NA,90,34,NA,124,NA,7,6,15,32,64,NA,NA,NA,NA,NA,NA,60,64,NA,NA,3,14,22,42,43,NA,NA,NA,NA,NA,NA,81,43,NA
2004,2,6,3,3,NA,9,26,46,63,41,2,NA,NA,NA,NA,NA,144,41,2,187,NA,12,13,35,47,79,1,NA,NA,NA,NA,NA,107,79,1,NA,7,24,42,49,64,NA,1,NA,NA,NA,NA,122,64,1
2004,2,6,3,4,NA,5,38,68,106,45,1,2,NA,NA,NA,NA,217,45,3,265,NA,6,12,39,67,138,2,1,NA,NA,NA,NA,124,138,3,NA,5,23,59,85,90,2,1,NA,NA,NA,NA,172,90,3
2004,2,6,4,1,NA,1,1,4,6,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,12,NA,NA,3,1,1,7,NA,NA,NA,NA,NA,NA,5,7,NA,NA,1,2,2,1,6,NA,NA,NA,NA,NA,NA,6,6,NA
